  INFO root [2019-09-03 15:32:25,580] - 
 DEBUG root [2019-09-16 20:59:18,926] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-09-16 20:59:18,929] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-09-16 20:59:18,930] - ClientSDK::writeEntityDefsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-09-16 20:59:18,933] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-09-16 20:59:18,934] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-09-16 20:59:18,935] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-09-16 20:59:18,937] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-09-16 20:59:18,939] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-09-16 20:59:18,939] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-09-16 20:59:18,940] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-09-16 20:59:18,940] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-09-16 20:59:18,941] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-09-16 20:59:18,942] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-09-16 20:59:18,943] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
 DEBUG root [2019-09-16 20:59:18,943] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Food
 DEBUG root [2019-09-16 20:59:18,944] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/FoodBase.cs
 DEBUG root [2019-09-16 20:59:18,945] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallFoodBase.cs
 DEBUG root [2019-09-16 20:59:18,945] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Smash
 DEBUG root [2019-09-16 20:59:18,946] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/SmashBase.cs
 DEBUG root [2019-09-16 20:59:18,947] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallSmashBase.cs
  INFO root [2019-09-16 20:59:18,959] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-16 20:59:18,959] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-16 20:59:19,260] - ThreadPool::destroy(): waiting for thread(2)[0x1792d8,0x1e8c18,], try=1
 DEBUG root [2019-09-16 20:59:19,662] - TPThread::~TPThread(): 0x1792d8
 DEBUG root [2019-09-16 20:59:19,662] - TPThread::~TPThread(): 0x1e8c18
 DEBUG root [2019-09-16 20:59:19,662] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-16 20:59:19,673] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2019-09-16 20:59:19,674] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-16 20:59:19,674] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-16 20:59:19,674] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-16 20:59:19,674] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-16 20:59:19,674] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-16 20:59:19,674] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-16 20:59:19,675] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-16 20:59:19,675] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-09-16 20:59:20,677] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-17 15:34:45,079] - 
  INFO root [2019-09-17 15:34:45,109] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-17 15:34:45,125] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-09-17 15:34:45,125] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/BattleOfBalls_assets/;D:/kbengine/BattleOfBalls_assets/scripts/;D:/kbengine/BattleOfBalls_assets/res/
  INFO root [2019-09-17 15:34:45,126] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-09-17 15:34:45,158] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:56275 )
  INFO root [2019-09-17 15:34:45,158] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:56275, SOMAXCONN=5.
  INFO root [2019-09-17 15:34:45,185] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 13676 ----
  INFO root [2019-09-17 15:34:45,186] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-09-17 15:34:45,194] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-09-17 15:34:45,195] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-09-17 15:34:45,417] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-09-17 15:34:45,418] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-09-17 15:34:46,299] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-09-17 15:34:46,308] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-09-17 15:34:46,309] - ClientSDK::writeEngineMessagesModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-09-17 15:34:46,323] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-09-17 15:34:46,327] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-09-17 15:34:46,328] - ClientSDK::writeEntityDefsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-09-17 15:34:46,331] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-09-17 15:34:46,378] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-09-17 15:34:46,379] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-09-17 15:34:46,382] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-09-17 15:34:46,384] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-09-17 15:34:46,384] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-09-17 15:34:46,385] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-09-17 15:34:46,386] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-09-17 15:34:46,386] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-09-17 15:34:46,387] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-09-17 15:34:46,388] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
 DEBUG root [2019-09-17 15:34:46,389] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Food
 DEBUG root [2019-09-17 15:34:46,390] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/FoodBase.cs
 DEBUG root [2019-09-17 15:34:46,390] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallFoodBase.cs
 DEBUG root [2019-09-17 15:34:46,391] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Smash
 DEBUG root [2019-09-17 15:34:46,392] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/SmashBase.cs
 DEBUG root [2019-09-17 15:34:46,393] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallSmashBase.cs
  INFO root [2019-09-17 15:34:46,405] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-17 15:34:46,405] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-17 15:34:46,706] - ThreadPool::destroy(): waiting for thread(2)[0x1b2d928,0x1b2dac8,], try=1
 DEBUG root [2019-09-17 15:34:47,109] - TPThread::~TPThread(): 0x1b2d928
 DEBUG root [2019-09-17 15:34:47,109] - TPThread::~TPThread(): 0x1b2dac8
 DEBUG root [2019-09-17 15:34:47,109] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-17 15:34:47,182] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2019-09-17 15:34:47,182] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:34:47,183] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:34:47,183] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:34:47,183] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:34:47,183] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:34:47,184] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:34:47,184] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-17 15:34:47,184] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-09-17 15:34:48,226] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-17 15:52:25,272] - 
  INFO root [2019-09-17 15:52:25,273] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-17 15:52:25,274] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-09-17 15:52:25,274] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/BattleOfBalls_assets/;D:/kbengine/BattleOfBalls_assets/scripts/;D:/kbengine/BattleOfBalls_assets/res/
  INFO root [2019-09-17 15:52:25,274] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-09-17 15:52:25,291] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:56839 )
  INFO root [2019-09-17 15:52:25,291] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:56839, SOMAXCONN=5.
  INFO root [2019-09-17 15:52:25,295] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 11000 ----
  INFO root [2019-09-17 15:52:25,296] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-09-17 15:52:25,296] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-09-17 15:52:25,297] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-09-17 15:52:25,488] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-09-17 15:52:25,489] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-09-17 15:52:26,099] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-09-17 15:52:26,099] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-09-17 15:52:26,100] - ClientSDK::writeEngineMessagesModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-09-17 15:52:26,105] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-09-17 15:52:26,109] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-09-17 15:52:26,110] - ClientSDK::writeEntityDefsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-09-17 15:52:26,113] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-09-17 15:52:26,114] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-09-17 15:52:26,115] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-09-17 15:52:26,117] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-09-17 15:52:26,118] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-09-17 15:52:26,119] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-09-17 15:52:26,120] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-09-17 15:52:26,121] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-09-17 15:52:26,121] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-09-17 15:52:26,122] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-09-17 15:52:26,123] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
 DEBUG root [2019-09-17 15:52:26,124] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Food
 DEBUG root [2019-09-17 15:52:26,125] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/FoodBase.cs
 DEBUG root [2019-09-17 15:52:26,126] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallFoodBase.cs
 DEBUG root [2019-09-17 15:52:26,126] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Smash
 DEBUG root [2019-09-17 15:52:26,127] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/SmashBase.cs
 DEBUG root [2019-09-17 15:52:26,128] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallSmashBase.cs
  INFO root [2019-09-17 15:52:26,139] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-17 15:52:26,139] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-17 15:52:26,440] - ThreadPool::destroy(): waiting for thread(2)[0x1e71858,0x1e718c0,], try=1
 DEBUG root [2019-09-17 15:52:26,842] - TPThread::~TPThread(): 0x1e71858
 DEBUG root [2019-09-17 15:52:26,842] - TPThread::~TPThread(): 0x1e718c0
 DEBUG root [2019-09-17 15:52:26,842] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-17 15:52:26,853] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2019-09-17 15:52:26,853] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:52:26,853] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:52:26,853] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:52:26,853] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:52:26,853] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:52:26,854] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 15:52:26,854] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-17 15:52:26,854] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-09-17 15:52:27,855] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-17 20:08:38,715] - 
  INFO root [2019-09-17 20:08:38,716] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-17 20:08:38,716] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-09-17 20:08:38,717] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/BattleOfBalls_assets/;D:/kbengine/BattleOfBalls_assets/scripts/;D:/kbengine/BattleOfBalls_assets/res/
  INFO root [2019-09-17 20:08:38,717] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-09-17 20:08:38,734] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:59468 )
  INFO root [2019-09-17 20:08:38,735] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:59468, SOMAXCONN=5.
  INFO root [2019-09-17 20:08:38,739] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 1700 ----
  INFO root [2019-09-17 20:08:38,740] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-09-17 20:08:38,740] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-09-17 20:08:38,741] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-09-17 20:08:38,932] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-09-17 20:08:38,933] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-09-17 20:08:39,574] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-09-17 20:08:39,575] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-09-17 20:08:39,575] - ClientSDK::writeEngineMessagesModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-09-17 20:08:39,582] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-09-17 20:08:39,585] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-09-17 20:08:39,586] - ClientSDK::writeEntityDefsModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-09-17 20:08:39,589] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-09-17 20:08:39,591] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-09-17 20:08:39,591] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-09-17 20:08:39,593] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-09-17 20:08:39,594] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-09-17 20:08:39,595] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-09-17 20:08:39,596] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-09-17 20:08:39,596] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-09-17 20:08:39,597] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-09-17 20:08:39,598] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-09-17 20:08:39,599] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
 DEBUG root [2019-09-17 20:08:39,600] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Food
 DEBUG root [2019-09-17 20:08:39,601] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/FoodBase.cs
 DEBUG root [2019-09-17 20:08:39,601] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallFoodBase.cs
 DEBUG root [2019-09-17 20:08:39,602] - ClientSDK::writeEntityModule(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Smash
 DEBUG root [2019-09-17 20:08:39,603] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/SmashBase.cs
 DEBUG root [2019-09-17 20:08:39,604] - ClientSDK::saveFile(): D:\Unity\BattleOfBalls\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallSmashBase.cs
  INFO root [2019-09-17 20:08:39,615] - Script::uninstall(): is successfully!
 DEBUG root [2019-09-17 20:08:39,615] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-09-17 20:08:39,916] - ThreadPool::destroy(): waiting for thread(2)[0xa1a4a8,0xa1a8b8,], try=1
 DEBUG root [2019-09-17 20:08:40,318] - TPThread::~TPThread(): 0xa1a4a8
 DEBUG root [2019-09-17 20:08:40,318] - TPThread::~TPThread(): 0xa1a8b8
 DEBUG root [2019-09-17 20:08:40,318] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-09-17 20:08:40,332] - Bundle::destroyObjPool(): size 7.
 DEBUG root [2019-09-17 20:08:40,332] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 20:08:40,333] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 20:08:40,333] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 20:08:40,333] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 20:08:40,333] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 20:08:40,333] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-09-17 20:08:40,333] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-09-17 20:08:40,333] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-09-17 20:08:41,336] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-09-19 09:02:07,356] - 
  INFO root [2019-09-19 09:02:07,388] - -----------------------------------------------------------------------------------------


  INFO root [2019-09-19 09:02:07,402] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
